energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,artist,track_name,popularity,success
0.92,0.342,114.901,0.109,0.0676,0.0,4,0.498,0,189080,-3.546,0.702,1,King Gnu,Teenager Forever,46,1
0.339,0.111,135.898,0.0318,0.64,0.0932,4,0.553,4,302107,-11.261,0.169,1,Hjálmar,Leiðin okkar allra,41,1
0.704,0.113,154.007,0.417,0.069,0.000658,4,0.79,10,196213,-7.935,0.212,0,Apache 207,Bläulich,59,1
0.874,0.0824,149.871,0.249,0.00486,0.0875,4,0.675,1,161104,-8.532,0.687,1,Oberg,Take My Hand,65,1
0.728,0.0629,180.066,0.389,0.189,2.29e-05,4,0.787,6,200198,-3.455,0.545,0,Maluma,Hawái,71,1
0.346,0.0945,102.374,0.368,0.86,2.02e-06,5,0.579,0,155125,-13.975,0.741,0,MC Du Black,Tudo Aconteceu,81,1
0.724,0.353,121.975,0.0495,0.0167,0.0107,4,0.77,8,176840,-5.484,0.898,1,SAINt JHN,Roses - Imanbek Remix,95,1
0.383,0.106,150.018,0.0285,0.714,1.67e-05,4,0.522,4,256000,-10.962,0.332,1,LaLa Hsu,真的傻 (電影《一吻定情》追愛版主題曲),66,1
0.785,0.0649,102.032,0.0565,0.115,0.0,4,0.716,5,201765,-5.25,0.38,1,Michalis Hatzigiannis,Horevo,54,1
0.534,0.0956,149.995,0.0944,0.398,0.0,4,0.811,0,158827,-7.442,0.925,0,Jamule,fastlane,64,1
0.798,0.0936,134.015,0.11,0.0332,1.2e-05,4,0.951,9,172388,-7.168,0.961,0,Mad Clip,Kotera,58,1
0.65,0.112,90.003,0.104,0.291,0.0,4,0.701,6,160212,-6.313,0.647,1,Juice WRLD,Hate The Other Side (with Marshmello & The Kid Laroi),89,1
0.706,0.103,140.154,0.0354,0.441,0.0,4,0.516,10,273372,-4.433,0.391,1,Dear Jane,哀的美敦書,56,1
0.535,0.0906,78.18,0.0297,0.543,0.0,1,0.638,11,207911,-5.33,0.217,0,Sálin hans Jóns míns,Hjá þér,40,1
0.515,0.0987,151.844,0.506,0.331,0.0,4,0.745,11,195789,-9.197,0.496,0,Aspova,Eskimiş Senelere,68,1
0.688,0.251,178.462,0.341,0.0264,0.0,4,0.611,1,132303,-5.688,0.393,1,6ix9ine,GOOBA,91,1
0.652,0.069,201.765,0.293,0.0791,0.0,4,0.558,10,201095,-5.92,0.606,0,tha Supreme,0ffline (feat. bbno$),64,1
0.477,0.109,120.023,0.0381,0.0393,0.0503,4,0.693,7,216656,-9.032,0.279,1,Elmatu,Aku Yang Salah,62,1
0.723,0.333,142.061,0.0383,0.488,0.0,4,0.605,4,205786,-6.312,0.57,0,Dilsinho,Não Vai Embora,78,1
0.594,0.0935,100.021,0.184,0.645,0.0,4,0.812,8,117629,-6.232,0.631,0,Koen,Geen Cartier,67,1
0.519,0.172,122.925,0.0326,0.557,0.000268,4,0.562,3,341055,-8.744,0.415,1,Alka Yagnik,"Agar Tum Saath Ho (From ""Tamasha"")",59,1
0.559,0.1,173.125,0.0336,0.228,0.0,4,0.451,1,277500,-6.425,0.472,1,Wanyai,เจ็บจนพอ,62,1
0.692,0.603,162.948,0.0376,0.00981,0.331,4,0.629,5,167916,-8.045,0.453,1,Don Toliver,After Party,88,1
0.478,0.0926,102.158,0.304,0.454,0.0,4,0.743,9,146454,-7.687,0.861,0,Branco,Ballin' (feat. Kojo Funds),63,1
0.694,0.349,115.091,0.0477,0.057,0.0,4,0.71,1,237865,-6.187,0.219,0,Anıl Piyancı,Yağmurlar,69,1
0.85,0.537,147.982,0.0536,0.282,0.0,4,0.785,10,264916,-4.427,0.802,1,B.U.G. Mafia,8 Zile Din 7,50,1
0.729,0.224,123.97,0.0475,0.612,0.0,4,0.68,5,179867,-5.077,0.446,1,Melanie Martinez,Play Date,90,1
0.574,0.0727,103.996,0.0261,0.411,6.36e-05,4,0.652,9,240626,-11.093,0.577,0,Kaan Boşnak,Bırakma Kendini,68,1
0.876,0.385,151.896,0.368,0.081,0.00137,4,0.859,5,126000,-5.14,0.885,0,MORGENSHTERN,ICE (feat. MORGENSHTERN),56,1
0.514,0.088,98.959,0.0644,0.467,8.94e-06,4,0.771,1,178788,-8.952,0.155,1,E.SO,她沒在看我,60,1
0.603,0.0972,104.087,0.101,0.222,0.000103,4,0.834,3,131055,-6.899,0.41,0,badmómzjay,Signal,60,1
0.642,0.39,155.916,0.0372,0.52,0.0,4,0.534,2,223640,-5.568,0.443,1,Masaki Suda,Machigaisagashi,53,1
0.677,0.263,140.003,0.0604,0.106,0.0,4,0.638,5,216000,-5.094,0.535,1,Zommarie,หรือฉันคิดไปเอง,66,1
0.503,0.137,128.037,0.259,0.194,0.0,4,0.846,2,135469,-6.499,0.379,1,Jayvionn Kennedy,Lilo & Stitch,30,1
0.505,0.118,100.048,0.136,0.0226,0.000136,4,0.763,8,134459,-10.553,0.297,1,OG Version,TIESIOG NEGALIÚ,48,1
0.491,0.127,125.912,0.0295,0.792,0.0,4,0.612,0,211720,-7.803,0.492,1,Kay Tse,囍帖街,56,1
0.595,0.0746,128.023,0.285,0.0463,0.0,4,0.942,2,348750,-5.836,0.494,1,Light,Slang,55,1
0.388,0.109,146.155,0.0278,0.919,0.00284,4,0.47,10,328106,-6.24,0.326,0,Hoài Lâm,Hoa Nở Không Màu,60,1
0.813,0.109,108.078,0.0997,0.0968,0.000324,4,0.69,11,195658,-5.084,0.704,0,Purple Disco Machine,Hypnotized,76,1
0.69,0.101,89.977,0.164,0.247,0.0,4,0.746,11,181733,-7.956,0.497,1,DaBaby,ROCKSTAR (feat. Roddy Ricch),100,1
0.529,0.103,83.022,0.153,0.05,1.47e-05,4,0.827,7,120000,-9.862,0.32,1,Hash Blink,Let You Go,50,1
0.49,0.102,155.953,0.343,0.348,0.0,4,0.77,0,178462,-9.844,0.433,0,Heijan,Hokkabazlar,67,1
0.868,0.0822,93.037,0.047,0.0326,0.0,4,0.744,1,206420,-4.524,0.586,1,Bad Bunny,La Santa,84,1
0.425,0.12,75.988,0.0266,0.834,0.0,4,0.65,9,237733,-7.816,0.403,1,Jason Chan,你瞞我瞞,54,1
0.587,0.192,88.006,0.0569,0.717,1.5e-06,4,0.698,6,246818,-4.318,0.569,0,Bich Phuong,từ chối nhẹ nhàng thôi,63,1
0.524,0.0712,181.881,0.469,0.272,0.0,4,0.757,0,253990,-9.394,0.714,1,SB Maffija,A nie pamiętasz jak?,67,1
0.448,0.106,109.023,0.204,0.0433,0.00455,4,0.972,6,164588,-10.784,0.152,0,Kube,Japanese Drip,57,1
0.658,0.0325,90.015,0.08,0.216,4.72e-06,4,0.865,1,232526,-3.035,0.713,0,Lola Indigo,4 besos,77,1
0.685,0.107,100.003,0.036,0.164,0.00128,4,0.75,7,195008,-9.021,0.722,1,A.R. Rahman,Maskhari,64,1
0.751,0.106,117.948,0.0874,0.177,6.43e-05,4,0.88,7,157606,-4.258,0.884,0,Regard,Ride It,89,1
0.73,0.079,100.023,0.0495,0.0482,0.000233,4,0.835,9,159000,-5.126,0.356,0,Slogan,IG,54,1
0.648,0.435,160.118,0.0681,0.0446,9.66e-05,4,0.605,8,173401,-7.802,0.619,1,Reynmen,Aykız - Remix,73,1
0.38,0.0881,183.821,0.0458,0.549,0.0,4,0.589,8,186875,-7.074,0.584,1,BOWKYLION,คิดถึงแต่,64,1
0.561,0.9,121.991,0.0297,0.386,0.0,4,0.703,3,269591,-5.567,0.436,1,Shirley Chen,绿色,66,1
0.649,0.19,99.997,0.0437,0.475,0.000382,4,0.75,4,179541,-5.15,0.402,1,Hoang Thuy Linh,Duyen Am,56,1
0.798,0.151,128.027,0.0423,0.0332,3.46e-05,4,0.699,10,189870,-5.514,0.476,1,Alex Mattson,Better Off,60,1
0.894,0.0606,129.045,0.222,0.203,9.95e-05,4,0.899,1,150635,-7.255,0.654,1,Endor,Pump It Up,78,1
0.597,0.0987,99.993,0.103,0.364,0.0,4,0.874,3,178119,-9.803,0.691,0,Dorian,Sladká,53,1
0.649,0.517,142.006,0.306,0.0746,1.34e-05,4,0.798,9,108160,-6.546,0.566,1,Pop Smoke,Get Back,77,1
0.643,0.216,176.105,0.0836,0.162,0.0,4,0.482,7,173149,-7.372,0.344,0,Victor Leksell,Ha dig igen,71,1
0.742,0.951,138.11,0.0702,0.55,0.0,4,0.519,11,177068,-7.184,0.777,1,Dilsinho,Sogra - Ao Vivo,78,1
0.397,0.11,123.969,0.0417,0.71,0.0,4,0.67,8,206117,-10.87,0.214,1,Eason Chan,明年今日,56,1
0.372,0.0861,64.616,0.0311,0.505,0.0,4,0.44,9,297866,-12.62,0.126,1,Bubbi Morthens,Rómeó og Júlía,43,1
0.711,0.0876,112.985,0.041,0.0332,0.0,4,0.789,2,190306,-4.248,0.753,1,Jason Derulo,Take You Dancing,78,1
0.616,0.289,99.002,0.0433,0.00802,2.75e-05,4,0.805,4,148019,-7.88,0.301,0,KESI,10 Timer,46,1
0.642,0.0732,102.007,0.106,0.147,0.000465,4,0.823,0,177647,-7.933,0.816,1,DJ Alan Gomez,La Jeepeta (Remix) [DJ Alan & Jona Mix Version],63,1
0.883,0.407,122.847,0.0691,0.377,0.0,4,0.683,8,160565,-2.502,0.678,1,Murilo Huff,Desejando Eu (Ao Vivo),77,1
0.507,0.106,169.632,0.039,0.283,0.0,4,0.395,4,268941,-6.917,0.273,1,Tilly Birds,ยังคงสวยงาม (When The Film’s Over),59,1
0.468,0.152,135.864,0.0341,0.785,0.0,4,0.483,8,247941,-7.642,0.319,1,Pritam,Shayad,69,1
0.886,0.0991,172.017,0.0477,0.589,7.32e-06,4,0.775,6,203076,-6.68,0.939,0,Os Barões Da Pisadinha,Tá Rocheda,75,1
0.587,0.271,95.017,0.0548,0.404,0.0,4,0.745,10,148263,-4.441,0.398,0,kizaru,MONEY LONG,58,1
0.602,0.0848,179.798,0.368,0.487,0.0,4,0.48,10,213333,-6.335,0.269,0,Pop Smoke,Mood Swings (feat. Lil Tjay),84,1
0.736,0.0988,109.028,0.0776,0.0315,0.0,4,0.719,4,163073,-6.32,0.593,0,Ghali,Good Times,79,1
0.707,0.129,178.02,0.108,0.257,6.53e-05,4,0.693,0,196508,-4.441,0.89,1,Boza,Barco,34,1
0.659,0.109,159.928,0.161,0.71,0.000354,4,0.692,5,198375,-7.672,0.523,1,BigDaddy,Mượn Rượu Tỏ Tình,56,1
0.656,0.132,123.933,0.0431,0.398,0.0,4,0.76,9,154839,-7.57,0.558,0,Szpaku,#Hot16Challenge2,68,1
0.342,0.114,177.158,0.032,0.432,1.93e-06,4,0.311,2,288189,-8.889,0.274,1,Ben&Ben,Sa Susunod na Habang Buhay,71,1
0.5,0.398,92.021,0.0627,0.462,2.42e-05,4,0.683,10,229565,-9.379,0.3,0,Earth,Napořád,45,1
0.714,0.091,176.013,0.207,0.297,4.89e-06,4,0.814,4,345241,-4.65,0.789,0,Nio Garcia,La Jeepeta - Remix,73,1
0.854,0.144,140.039,0.201,0.0183,0.0,4,0.835,11,241711,-3.325,0.543,0,Karan Aujla,Haan Haige Aa,56,1
0.852,0.0862,104.855,0.0383,0.0254,0.0,4,0.441,1,238093,-3.595,0.64,1,Aimyon,今夜このまま,68,1
0.653,0.098,158.042,0.0467,0.29,3.94e-06,4,0.767,4,212658,-5.782,0.68,0,Jador,Jale - Djeale Romanian Remix,54,1
0.681,0.332,156.022,0.104,0.513,0.000449,4,0.557,11,241154,-6.75,0.376,0,Indigo,ถ้าฉันเป็นเขา,62,1
0.47,0.147,76.805,0.0483,0.272,0.0,4,0.624,0,196406,-5.575,0.513,1,Marília Mendonça,Vira Homem,77,1
0.596,0.137,100.996,0.192,0.0267,0.0,4,0.733,1,171000,-8.603,0.657,1,DJ Stephan,OKEY,59,1
0.631,0.184,98.985,0.0779,0.00266,0.0,4,0.897,0,198140,-5.847,0.364,1,Nublu,Mina Ka,43,1
0.868,0.125,124.978,0.0524,0.48,0.0,4,0.863,6,237587,-5.257,0.677,0,Jul,Sousou,68,1
0.785,0.0392,87.4,0.166,0.0846,0.000239,4,0.637,6,200495,-2.612,0.74,1,Sech,Fabuloso,81,1
0.702,0.266,159.955,0.27,0.146,0.0,4,0.715,8,204000,-6.398,0.239,0,Tepki,Yak,50,1
0.542,0.0691,138.035,0.0589,0.0562,0.000149,4,0.813,8,178913,-5.68,0.893,0,Ella lee,זוט עני,59,1
0.573,0.109,67.972,0.0486,0.588,0.0,4,0.748,4,209715,-5.033,0.197,0,Nane,Dragostea Ta,51,1
0.826,0.508,100.023,0.0739,0.134,0.204,4,0.757,8,173400,-5.691,0.384,1,Noa Kirel,מיליון דולר,59,1
0.584,0.0991,148.074,0.185,0.462,1.76e-06,4,0.847,10,135773,-6.637,0.718,0,Separ,Ahoj Ahoj Čo Ty,50,1
0.718,0.136,97.645,0.153,0.332,0.0,4,0.72,9,156773,-4.186,0.246,1,MG,Adele,55,1
0.683,0.409,135.944,0.0719,0.479,0.0,4,0.827,11,173892,-5.113,0.85,0,Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,63,1
0.377,0.0976,95.939,0.0253,0.6,0.0,4,0.593,0,294521,-8.761,0.502,1,Taylor Swift,betty,85,1
0.548,0.0832,87.148,0.153,0.304,0.0,4,0.741,7,215172,-4.938,0.285,0,Ñengo Flow,Sur y Norte,72,1
0.807,0.418,98.041,0.0825,0.113,0.0,4,0.794,4,147440,-4.236,0.354,0,Bad Gyal,Aprendiendo El Sexo,55,1
0.688,0.126,129.856,0.0407,0.00775,0.0,4,0.638,1,162399,-4.056,0.434,0,Ava Max,Kings & Queens,90,1
0.848,0.114,127.948,0.0456,0.207,0.0,4,0.758,10,153149,-3.84,0.706,1,VIZE,Never Let Me Down,58,1
0.766,0.124,112.0,0.0268,0.156,0.0,4,0.638,1,342773,-5.541,0.595,1,Mr.Children,HANABI,68,1
0.571,0.0601,89.9,0.423,0.112,0.0,4,0.653,2,269333,-7.341,0.408,1,Fy,WOH - MegaMix,51,1
0.79,0.147,117.992,0.0417,0.0305,0.0,4,0.673,7,256720,-6.989,0.514,0,Wohnout,Svaz ceskych bohemu,54,1
0.598,0.0809,118.008,0.0404,0.0149,1.78e-06,4,0.797,11,231333,-6.056,0.897,0,Laleh,Det Kommer Bli Bra,69,1
0.685,0.148,99.954,0.0627,0.33,0.0,4,0.885,11,144000,-6.429,0.937,0,Curtis Waters,Stunnin' (feat. Harm Franklin),87,1
0.522,0.121,119.949,0.0356,0.151,0.0,4,0.615,5,238000,-10.335,0.237,1,Saul,Niekde V Oblakoch,49,1
0.7,0.0709,176.953,0.0479,0.591,0.00238,4,0.662,5,156996,-5.148,0.705,0,Vytinho NG,Tudo no Sigilo (Vytinho NG e Bianca),81,1
0.357,0.108,139.883,0.0522,0.757,7.28e-06,4,0.777,0,210252,-6.942,0.172,1,Taylor Swift,the 1,89,1
0.71,0.172,164.026,0.0863,0.0553,0.0,4,0.656,0,167675,-3.73,0.666,0,DARA,Ai Ai,44,1
0.605,0.111,107.996,0.027,0.331,1.39e-05,4,0.844,6,243889,-5.85,0.782,1,ไบร์ท วชิรวิชญ์,คั่นกู - เพลงประกอบซีรีส์ เพราะเราคู่กัน,66,1
0.78,0.34,121.97,0.0429,0.39,0.0,4,0.755,10,167313,-5.324,0.897,1,Rocco Hunt,A Un Passo Dalla Luna,81,1
0.846,0.93,167.991,0.0616,0.108,0.0,4,0.59,11,194580,-5.501,0.565,1,Henrique & Juliano,Briga Feia - Ao Vivo,71,1
0.701,0.0691,135.699,0.0343,0.00884,0.0,4,0.493,9,220333,-7.01,0.563,1,mor ve ötesi,Daha Mutlu Olamam,66,1
0.524,0.27,114.987,0.271,0.754,1.18e-06,4,0.814,9,184760,-8.634,0.394,0,Apache 207,Matrix,57,1
0.849,0.185,91.028,0.0493,0.0233,0.0,4,0.673,4,224176,-6.893,0.478,0,Preslava,Beden v sartseto,47,1
0.881,0.265,89.969,0.079,0.046,0.000754,4,0.622,11,194955,-5.898,0.358,0,rolands če,Riņķa deja (Krievu rulete),40,1
0.552,0.0898,84.964,0.0589,0.193,0.0,4,0.681,6,163059,-4.048,0.771,1,Herra Hnetusmjör,Stjörnurnar,48,1
0.739,0.0917,120.027,0.0601,0.281,3.6e-06,4,0.787,8,201753,-5.324,0.799,1,Full Trunk,"עוד יום - שיר הנושא מהסדרה תאג""ד",50,1
0.63,0.461,137.161,0.208,0.302,0.000776,4,0.802,5,159999,-8.546,0.582,1,White 2115,Krzyki Na Blokach,57,1
0.713,0.306,127.987,0.143,0.525,0.0,4,0.776,4,193453,-6.121,0.551,0,Maes,Blanche,75,1
0.778,0.093,100.053,0.0685,0.147,1.57e-06,4,0.748,0,224761,-4.582,0.607,0,David Bisbal,Si Tú La Quieres,77,1
0.737,0.0747,167.969,0.0785,0.0765,0.0,4,0.793,6,333800,-4.731,0.697,0,Feid,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",85,1
0.545,0.0571,124.011,0.05,0.0226,8.2e-06,4,0.903,1,188987,-6.896,0.87,1,Master KG,Jerusalema (feat. Nomcebo Zikode) - Edit,59,1
0.487,0.159,125.914,0.0333,0.7,0.0,4,0.66,5,248787,-6.757,0.375,1,Joey Yung,心淡,54,1
0.725,0.303,163.941,0.121,0.089,0.0,4,0.533,8,224500,-5.35,0.59,1,Ink Waruntorn,ลบไม่ได้ช่วยให้ลืม (Erase),65,1
0.526,0.11,80.003,0.0381,0.156,0.0,4,0.538,7,255000,-7.38,0.378,1,Calin,Růže,54,1
0.473,0.109,75.801,0.129,0.866,0.0,4,0.464,1,208687,-10.086,0.604,1,JP Saxe,If the World Was Ending - feat. Julia Michaels,87,1
0.578,0.103,87.975,0.169,0.148,0.636,4,0.807,3,204545,-8.764,0.289,0,Billy Hlapeto,Наливай ми feat. D3MO,45,1
0.858,0.601,156.961,0.0606,0.154,6.06e-05,4,0.667,9,171210,-3.98,0.911,0,SNIK,Cubano,56,1
0.68,0.0875,97.003,0.0848,0.131,1.77e-05,4,0.885,11,200267,-3.837,0.78,0,J Balvin,Morado,79,1
0.816,0.098,160.025,0.228,0.241,3.5e-06,4,0.736,2,181557,-5.27,0.587,1,Nane,Juma' de Mil,51,1
0.715,0.0653,76.495,0.312,0.262,0.0,4,0.758,1,190773,-6.573,0.673,0,PLK,Bénef,56,1
0.805,0.281,109.949,0.296,0.0324,0.0,4,0.82,4,169948,-4.967,0.781,1,Pyhimys,Minions,60,1
0.58,0.154,175.937,0.144,0.0466,1.6e-05,4,0.763,8,212011,-6.196,0.608,1,Jowell & Randy,Anaranjado,79,1
0.587,0.092,118.083,0.0264,0.187,0.0,4,0.673,5,191675,-6.422,0.743,0,BEHM,Frida,66,1
0.918,0.13,151.988,0.0552,0.0754,0.0,4,0.621,1,205031,-3.01,0.834,0,Aitana,Más De Lo Que Aposté,65,1
0.585,0.0935,102.116,0.244,0.0281,0.0,4,0.704,7,173952,-8.19,0.382,1,Einár,Pop Smoke,58,1
0.672,0.326,96.99,0.115,0.108,0.0,4,0.761,6,180835,-5.18,0.781,1,KESI,Tilbage,43,1
0.663,0.168,95.977,0.0518,0.658,0.0,4,0.815,3,146250,-5.713,0.831,1,E.SO,I Wish I Was There,60,1
0.674,0.356,87.95,0.0852,0.0887,1.39e-06,4,0.371,0,282067,-7.214,0.158,0,KESI,Fokus/Nætter (feat. Benny Jamz & Kimbo),45,1
0.666,0.319,145.066,0.342,0.0954,0.0,4,0.821,1,178138,-7.237,0.739,1,Tion Wayne,I Dunno (feat. Dutchavelli & Stormzy),79,1
0.394,0.267,152.03,0.0366,0.575,0.0,4,0.493,2,256573,-6.997,0.375,1,Music Hero,KLWKN,74,1
0.496,0.111,103.014,0.198,0.743,0.0,4,0.793,0,220080,-11.091,0.269,1,Taco Hemingway,W PIĄTKI LEŻĘ W WANNIE,66,1
0.725,0.212,118.035,0.0303,0.0179,1e-05,4,0.744,11,167859,-6.056,0.902,1,Tiësto,BLUE,61,1
0.758,0.193,128.017,0.17,0.0256,0.00258,4,0.941,10,157093,-6.47,0.683,0,Apache 207,Roller,76,1
0.222,0.134,76.975,0.0351,0.899,0.0518,3,0.324,10,150625,-10.322,0.187,1,The Toys,ทิ้งแต่เก็บ - เพลงประกอบภาพยนตร์ ฮาวทูทิ้ง..ทิ้งอย่างไร ไม่ให้เหลือเธอ,61,1
0.408,0.123,106.99,0.0732,0.393,0.000798,4,0.761,4,253598,-11.306,0.302,0,ANIKV,Меня не будет,56,1
0.374,0.0906,124.099,0.0545,0.786,0.0,4,0.642,4,169266,-9.386,0.0799,1,Tate McRae,you broke me first,86,1
0.518,0.116,132.02,0.0704,0.0806,0.0,4,0.816,1,112869,-8.532,0.422,1,GONE.Fludd,ВТОРНИК,57,1
0.704,0.41,139.933,0.0641,0.048,0.0,4,0.703,6,180000,-6.117,0.725,0,Shablo,M' Manc (con Geolier & Sfera Ebbasta),82,1
0.688,0.368,126.604,0.133,0.24,0.000155,5,0.522,6,258223,-8.772,0.49,0,Calema,Te Amo,59,1
0.45,0.126,104.993,0.228,0.297,0.6,4,0.927,7,237714,-10.814,0.543,1,Nublu,Tmt,41,1
0.436,0.112,125.188,0.0365,0.74,0.0,4,0.477,7,284940,-6.242,0.418,1,JC 陳泳彤,我該放手,54,1
0.664,0.125,122.055,0.0448,0.177,0.0,4,0.9,6,186393,-3.896,0.831,1,Ziynet Sali,Yara,67,1
0.488,0.103,97.984,0.0684,0.191,0.0,4,0.84,10,179383,-6.156,0.85,1,Lit Killah,Flexin',76,1
0.386,0.217,99.978,0.662,0.216,0.0,4,0.841,10,158400,-10.203,0.641,0,Henkie T,Shawty Is a Freak,64,1
0.63,0.206,138.035,0.105,0.353,1.44e-05,4,0.786,6,198078,-5.992,0.64,0,Trueno,Rain II,71,1
0.877,0.316,126.056,0.0414,0.115,9.49e-06,4,0.727,9,203560,-2.411,0.699,0,Nico Santos,Like I Love You,69,1
0.558,0.303,141.82,0.0309,0.368,0.0,4,0.65,0,159533,-3.082,0.725,1,Christian Nodal,Se Me Olvidó,74,1
0.77,0.138,150.925,0.0449,0.143,0.0,4,0.705,7,221373,-6.532,0.716,1,Aleyna Tilki,Bu Benim Masalım,68,1
0.595,0.344,136.963,0.084,0.00664,0.0,4,0.765,0,163387,-6.442,0.737,0,Gambi,PUFF PUFF PUFF,72,1
0.469,0.106,191.853,0.184,0.702,0.249,4,0.65,2,236000,-8.676,0.378,0,Hatik,Angela,81,1
0.568,0.0892,129.63,0.25,0.387,0.0,4,0.799,6,153078,-3.089,0.963,1,Niack,Oh Juliana,79,1
0.695,0.0545,101.085,0.0734,0.0332,0.0,4,0.611,1,200792,-6.08,0.758,0,Karl-Erik Taukar,Kuule,41,1
0.408,0.0934,137.286,0.0519,0.814,0.0,4,0.522,2,224000,-8.099,0.205,1,Ziva Magnolya,Tak Sanggup Melupa #terlanjurmencinta,74,1
0.801,0.157,95.031,0.0305,0.2,0.0,4,0.627,10,266526,-4.208,0.811,1,Tilly Birds,คิด(แต่ไม่)ถึง (Same Page?),69,1
0.608,0.158,101.017,0.0408,0.217,3.63e-05,4,0.781,8,270000,-8.452,0.609,1,Chillies,Cứ Chill Thôi,60,1
0.396,0.11,70.368,0.0366,0.736,0.0,4,0.427,11,284780,-7.556,0.306,1,Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",68,1
0.605,0.109,127.991,0.157,0.248,0.0,4,0.804,6,183028,-6.338,0.665,0,Lazza,ALYX (feat. Capo Plaza),63,1
0.783,0.0938,130.015,0.0621,0.0158,0.0,4,0.82,5,166087,-6.146,0.653,0,Shiva,Auto Blu,74,1
0.675,0.257,134.974,0.0486,0.251,3.99e-06,4,0.682,2,192760,-8.29,0.617,1,White 2115,California,65,1
0.661,0.159,104.006,0.0508,0.0569,1.74e-06,4,0.826,2,177295,-8.805,0.386,1,Zeynep Bastık,BİR DAHA,68,1
0.446,0.0859,143.946,0.0341,0.63,0.0,4,0.604,9,321817,-8.01,0.199,1,Magnus Haven,Imahe,74,1
0.45,0.382,178.765,0.0418,0.223,0.0,3,0.597,8,228482,-6.658,0.537,1,Ariana Grande,Stuck with U (with Justin Bieber),93,1
0.816,0.335,95.39,0.0465,0.122,0.0,4,0.548,0,174000,-4.209,0.557,1,Harry Styles,Watermelon Sugar,95,1
0.7,0.311,95.015,0.0536,0.194,2.63e-06,4,0.888,9,193895,-5.077,0.603,1,JAYLERR,ดี๊ดี (UNEXPECTED),62,1
0.488,0.0847,159.986,0.297,0.32,0.0,4,0.789,9,276001,-5.662,0.29,0,Đen,Bài Này Chill Phết,58,1
0.686,0.111,114.036,0.155,0.0747,0.0,4,0.812,10,183073,-8.058,0.737,1,Lov1,Sexcigg,67,1
0.677,0.132,143.913,0.127,0.132,0.0,4,0.898,11,202483,-4.608,0.958,0,Mike Bahía,Cuenta Conmigo (feat. Mozart La Para),64,1
0.32,0.0822,91.019,0.0546,0.837,0.0,4,0.764,11,189486,-7.209,0.575,1,Maroon 5,Memories,90,1
0.923,0.124,137.977,0.0623,0.066,0.0,4,0.54,9,294813,-2.838,0.343,1,back number,高嶺の花子さん,68,1
0.837,0.104,124.953,0.0395,0.0214,4.45e-05,4,0.703,8,182439,-3.606,0.356,1,Nathan Dawe,Lighter (feat. KSI),76,1
0.871,0.357,120.009,0.123,0.0397,0.0,4,0.548,11,196497,-5.377,0.487,1,yama,春を告げる,73,1
0.667,0.074,102.046,0.054,0.0112,0.053,4,0.786,5,181176,-8.272,0.688,1,Ritviz,Liggi,70,1
0.765,0.203,174.021,0.111,0.464,3.29e-06,4,0.691,8,246000,-4.727,0.855,1,Anuel AA,Hasta Que Dios Diga,90,1
0.585,0.0971,92.265,0.0796,0.341,0.0,4,0.714,5,156551,-9.096,0.96,0,MKDMSK,Salut,44,1
0.565,0.156,139.926,0.0358,0.696,5.55e-05,4,0.502,9,321040,-7.779,0.253,1,Eric Chou,怎麼了,64,1
0.676,0.272,129.977,0.0268,0.0159,0.0,4,0.684,1,200087,-6.669,0.674,0,sanah,Szampan,61,1
0.633,0.311,94.673,0.0382,0.028,0.0,4,0.508,5,175565,-6.055,0.649,1,Norlie & KKV,Komma över dig - Spotify Studio It's Hits Recording,71,1
0.448,0.104,103.98,0.136,0.0253,0.0,4,0.932,8,167350,-4.491,0.736,0,Murda,Bi Sonraki Hayatımda Gel,62,1
0.763,0.149,89.991,0.0241,0.285,0.0191,4,0.609,8,285659,-6.379,0.646,1,Sisters On Wire,Mėlyna Mėlyna,33,1
0.496,0.0816,79.971,0.0251,0.399,0.0,4,0.547,7,268875,-7.964,0.227,1,Rachel Liang,那女孩對我說,65,1
0.528,0.112,153.74,0.0621,0.748,0.0,4,0.595,5,191104,-8.922,0.419,0,Victor Leksell,Svag,79,1
0.666,0.258,188.359,0.322,0.635,0.0,4,0.636,8,246369,-7.619,0.4,0,ProfJam,TRIBUNAL,57,1
0.377,0.149,179.744,0.203,0.0491,2.12e-05,4,0.626,1,128000,-10.324,0.577,1,OG Version,HOMÈRIS,47,1
0.55,0.116,101.871,0.3,0.39,3.47e-05,4,0.829,8,145882,-9.071,0.867,1,Yasin,Young & Heartless,72,1
0.592,0.102,147.941,0.0449,0.525,0.0199,4,0.564,0,233514,-9.458,0.427,1,T Team,Muốn Nói Với Em,57,1
0.478,0.167,90.714,0.0349,0.146,0.0,3,0.574,2,225827,-9.44,0.418,1,Karel Gott,Srdce nehasnou,27,1
0.684,0.0976,156.85,0.157,0.247,0.0,4,0.614,0,245700,-5.79,0.258,1,Dermot Kennedy,Outnumbered,68,1
0.782,0.0958,139.944,0.0522,0.286,0.0,4,0.414,7,232733,-6.756,0.373,1,Dear Jane,銀河修理員,59,1
